timestamp,room,sensor,measurement
2025-11-16 13:19:29,1,temp,25
2025-11-16 13:19:29,1,temp,29
2025-11-16 13:19:29,1,temp,27
2025-11-16 13:19:29,2,temp,16
2025-11-16 13:19:30,2,hum,32
2025-11-16 13:19:30,2,hum,31
2025-11-16 13:19:30,2,hum,39
2025-11-16 13:19:30,1,hum,58
2025-11-16 13:19:31,1,hum,60
2025-11-16 13:19:31,1,hum,57
2025-11-16 13:19:31,2,hum,33
2025-11-16 13:19:31,1,hum,53
2025-11-16 13:19:32,1,temp,38
2025-11-16 13:19:32,1,temp,26
2025-11-16 13:19:32,2,temp,18
2025-11-16 13:19:32,2,temp,21
2025-11-16 13:19:32,1,temp,38
2025-11-16 13:19:32,2,temp,20
2025-11-16 13:19:33,1,temp,32
2025-11-16 13:19:33,2,temp,21
2025-11-16 13:19:34,2,hum,38
2025-11-16 13:19:34,1,hum,56
2025-11-16 13:19:34,1,hum,52
2025-11-16 13:19:34,2,hum,33
2025-11-16 13:19:34,2,hum,30
2025-11-16 13:19:35,1,hum,53
2025-11-16 13:19:35,2,hum,31
2025-11-16 13:19:35,1,hum,59
2025-11-16 13:19:36,1,temp,28
2025-11-16 13:19:36,2,temp,22
2025-11-16 13:19:36,2,temp,18
2025-11-16 13:19:36,2,temp,16
2025-11-16 13:19:37,1,temp,29
2025-11-16 13:19:37,1,temp,36
2025-11-16 13:19:37,1,temp,38
2025-11-16 13:19:37,2,temp,19
2025-11-16 13:19:38,2,hum,39
2025-11-16 13:19:38,2,hum,32
2025-11-16 13:19:38,2,hum,38
2025-11-16 13:19:38,1,hum,60
2025-11-16 13:19:38,1,hum,57
2025-11-16 13:19:39,1,hum,57
2025-11-16 13:19:39,2,hum,36
2025-11-16 13:19:39,1,hum,58
2025-11-16 13:19:40,1,temp,26
2025-11-16 13:19:40,2,temp,19
2025-11-16 13:19:40,2,temp,21
2025-11-16 13:19:40,2,temp,16
2025-11-16 13:19:40,1,temp,38
2025-11-16 13:19:40,1,temp,32
2025-11-16 13:19:41,1,temp,38
2025-11-16 13:19:41,2,temp,19
2025-11-16 13:19:42,2,hum,34
2025-11-16 13:19:42,2,hum,32
2025-11-16 13:19:42,2,hum,36
2025-11-16 13:19:42,1,hum,54
2025-11-16 13:19:42,1,hum,58
2025-11-16 13:19:43,1,hum,50
2025-11-16 13:19:43,2,hum,39
2025-11-16 13:19:43,1,hum,58
2025-11-16 13:19:44,1,temp,25
2025-11-16 13:19:44,2,temp,23
2025-11-16 13:19:44,2,temp,17
2025-11-16 13:19:44,2,temp,20
2025-11-16 13:19:44,1,temp,37
2025-11-16 13:19:44,1,temp,26
2025-11-16 13:19:45,1,temp,28
2025-11-16 13:19:45,2,temp,21
2025-11-16 13:19:46,2,hum,34
2025-11-16 13:19:46,1,hum,57
2025-11-16 13:19:46,1,hum,50
2025-11-16 13:19:46,2,hum,37
2025-11-16 13:19:46,2,hum,38
2025-11-16 13:19:47,1,hum,54
2025-11-16 13:19:47,2,hum,39
2025-11-16 13:19:47,1,hum,51
2025-11-16 13:19:48,1,temp,38
2025-11-16 13:19:48,1,temp,36
2025-11-16 13:19:48,1,temp,38
2025-11-16 13:19:48,2,temp,21
2025-11-16 13:19:48,2,temp,23
2025-11-16 13:19:48,2,temp,18
2025-11-16 13:19:49,1,temp,35
2025-11-16 13:19:49,2,temp,22
2025-11-16 13:19:50,2,hum,33
2025-11-16 13:19:50,1,hum,56
2025-11-16 13:19:50,1,hum,56
2025-11-16 13:19:50,2,hum,40
2025-11-16 13:19:50,2,hum,36
2025-11-16 13:19:51,1,hum,60
2025-11-16 13:19:51,2,hum,31
2025-11-16 13:19:51,1,hum,58
2025-11-16 13:19:52,1,temp,29
2025-11-16 13:19:52,2,temp,18
2025-11-16 13:19:52,2,temp,20
2025-11-16 13:19:52,2,temp,19
2025-11-16 13:19:52,1,temp,32
2025-11-16 13:19:52,1,temp,26
2025-11-16 13:19:53,1,temp,28
2025-11-16 13:19:53,2,temp,17
2025-11-16 13:19:54,2,hum,35
2025-11-16 13:19:54,2,hum,33
2025-11-16 13:19:54,2,hum,36
2025-11-16 13:19:54,1,hum,55
2025-11-16 13:19:54,1,hum,56
2025-11-16 13:19:55,1,hum,56
2025-11-16 13:19:55,2,hum,32
2025-11-16 13:19:55,1,hum,56
2025-11-16 13:19:56,1,temp,37
2025-11-16 13:19:56,1,temp,28
2025-11-16 13:19:56,1,temp,29
2025-11-16 13:19:56,2,temp,18
2025-11-16 13:19:56,2,temp,17
2025-11-16 13:19:56,2,temp,22
2025-11-16 13:19:57,1,temp,25
2025-11-16 13:19:57,2,temp,18
2025-11-16 13:19:58,2,hum,32
2025-11-16 13:19:58,2,hum,31
2025-11-16 13:19:58,1,hum,56
2025-11-16 13:19:58,1,hum,59
2025-11-16 13:19:58,2,hum,39
2025-11-16 13:19:59,1,hum,60
2025-11-16 13:19:59,2,hum,33
2025-11-16 13:20:00,1,hum,60
2025-11-16 13:20:00,1,temp,27
2025-11-16 13:20:00,1,temp,28
2025-11-16 13:20:00,1,temp,32
2025-11-16 13:20:00,2,temp,20
2025-11-16 13:20:00,2,temp,20
2025-11-16 13:20:00,2,temp,22
2025-11-16 13:20:01,1,temp,35
2025-11-16 13:20:01,2,temp,21
2025-11-16 13:20:02,2,hum,36
2025-11-16 13:20:02,2,hum,39
2025-11-16 13:20:02,2,hum,35
2025-11-16 13:20:02,1,hum,51
2025-11-16 13:20:02,1,hum,58
2025-11-16 13:20:03,2,hum,31
2025-11-16 13:20:03,1,hum,53
2025-11-16 13:20:03,1,hum,54
2025-11-16 13:20:04,2,hum,39
2025-11-16 13:20:04,1,temp,37
2025-11-16 13:20:04,2,temp,22
2025-11-16 13:20:05,1,temp,30
2025-11-16 13:20:05,1,temp,25
2025-11-16 13:20:05,2,temp,17
2025-11-16 13:20:05,2,temp,17
2025-11-16 13:20:05,1,temp,34
2025-11-16 13:20:05,2,temp,21
2025-11-16 13:20:06,1,hum,55
2025-11-16 13:20:06,2,hum,34
2025-11-16 13:20:06,2,hum,32
2025-11-16 13:20:07,1,hum,50
2025-11-16 13:20:07,2,hum,31
2025-11-16 13:20:07,1,hum,55
2025-11-16 13:20:07,1,hum,52
2025-11-16 13:20:08,2,hum,32
2025-11-16 13:20:08,2,temp,21
2025-11-16 13:20:08,1,temp,31
2025-11-16 13:20:08,2,temp,16
2025-11-16 13:20:08,2,temp,20
2025-11-16 13:20:09,1,temp,33
2025-11-16 13:20:09,1,temp,26
2025-11-16 13:20:09,1,temp,31
2025-11-16 13:20:09,2,temp,21
2025-11-16 13:20:10,1,hum,58
2025-11-16 13:20:10,1,hum,53
2025-11-16 13:20:10,2,hum,31
2025-11-16 13:20:10,2,hum,36
2025-11-16 13:20:11,1,hum,54
2025-11-16 13:20:11,2,hum,36
2025-11-16 13:20:11,1,hum,55
2025-11-16 13:20:12,2,hum,31
2025-11-16 13:20:12,1,temp,30
2025-11-16 13:20:12,2,temp,23
2025-11-16 13:20:13,1,temp,32
2025-11-16 13:20:13,1,temp,28
2025-11-16 13:20:13,2,temp,21
2025-11-16 13:20:13,2,temp,19
2025-11-16 13:20:13,1,temp,30
2025-11-16 13:20:13,2,temp,20
2025-11-16 13:20:14,1,hum,50
2025-11-16 13:20:14,1,hum,57
2025-11-16 13:20:14,2,hum,34
2025-11-16 13:20:14,2,hum,30
2025-11-16 13:20:15,1,hum,59
2025-11-16 13:20:15,2,hum,38
2025-11-16 13:20:15,1,hum,50
2025-11-16 13:20:16,2,hum,33
2025-11-16 13:20:16,2,temp,17
2025-11-16 13:20:16,1,temp,31
2025-11-16 13:20:17,2,temp,16
2025-11-16 13:20:17,2,temp,18
2025-11-16 13:20:17,1,temp,25
2025-11-16 13:20:17,1,temp,26
2025-11-16 13:20:17,1,temp,27
2025-11-16 13:20:17,2,temp,22
2025-11-16 13:20:18,1,hum,58
2025-11-16 13:20:18,2,hum,30
2025-11-16 13:20:18,2,hum,37
2025-11-16 13:20:18,1,hum,53
2025-11-16 13:20:19,2,hum,34
2025-11-16 13:20:19,1,hum,57
2025-11-16 13:20:19,1,hum,52
2025-11-16 13:20:20,2,hum,38
2025-11-16 13:20:20,1,temp,38
2025-11-16 13:20:20,2,temp,16
2025-11-16 13:20:20,1,temp,36
2025-11-16 13:20:20,1,temp,25
2025-11-16 13:20:20,2,temp,18
2025-11-16 13:20:20,2,temp,18
2025-11-16 13:20:21,1,temp,34
2025-11-16 13:20:21,2,temp,21
2025-11-16 13:20:22,1,hum,54
2025-11-16 13:20:22,2,hum,38
2025-11-16 13:20:22,2,hum,39
2025-11-16 13:20:22,1,hum,50
2025-11-16 13:20:23,1,hum,50
2025-11-16 13:20:23,2,hum,36
2025-11-16 13:20:23,1,hum,60
2025-11-16 13:20:24,2,hum,31
2025-11-16 13:20:24,2,temp,17
2025-11-16 13:20:24,1,temp,31
2025-11-16 13:20:25,1,temp,37
2025-11-16 13:20:25,1,temp,35
2025-11-16 13:20:25,2,temp,22
2025-11-16 13:20:25,2,temp,18
2025-11-16 13:20:25,1,temp,27
2025-11-16 13:20:25,2,temp,17
2025-11-16 13:20:26,1,hum,57
2025-11-16 13:20:26,2,hum,36
2025-11-16 13:20:26,2,hum,30
2025-11-16 13:20:26,1,hum,54
2025-11-16 13:20:27,2,hum,31
2025-11-16 13:20:27,1,hum,52
2025-11-16 13:20:27,1,hum,52
2025-11-16 13:20:28,2,hum,38
2025-11-16 13:20:28,1,temp,35
2025-11-16 13:20:28,2,temp,16
2025-11-16 13:20:28,2,temp,17
2025-11-16 13:20:28,2,temp,23
2025-11-16 13:20:28,1,temp,36
2025-11-16 13:20:28,1,temp,28
2025-11-16 13:20:29,1,temp,38
2025-11-16 13:20:29,2,temp,22
2025-11-16 13:20:30,1,hum,51
2025-11-16 13:20:30,1,hum,57
2025-11-16 13:20:30,2,hum,31
2025-11-16 13:20:30,2,hum,31
2025-11-16 13:20:31,1,hum,56
2025-11-16 13:20:31,2,hum,33
2025-11-16 13:20:31,1,hum,60
2025-11-16 13:20:32,2,hum,31
2025-11-16 13:20:32,1,temp,27
2025-11-16 13:20:32,1,temp,32
2025-11-16 13:20:32,1,temp,34
2025-11-16 13:20:32,2,temp,20
2025-11-16 13:20:32,2,temp,16
2025-11-16 13:20:32,2,temp,17
2025-11-16 13:20:33,1,temp,37
2025-11-16 13:20:33,2,temp,18
2025-11-16 13:20:34,1,hum,54
2025-11-16 13:20:34,1,hum,57
2025-11-16 13:20:34,2,hum,31
2025-11-16 13:20:34,2,hum,38
2025-11-16 13:20:35,1,hum,57
2025-11-16 13:20:35,2,hum,31
2025-11-16 13:20:36,1,hum,52
2025-11-16 13:20:36,2,hum,30
2025-11-16 13:20:36,1,temp,25
2025-11-16 13:20:36,2,temp,18
2025-11-16 13:20:36,2,temp,23
2025-11-16 13:20:36,2,temp,20
2025-11-16 13:20:36,1,temp,36
2025-11-16 13:20:36,1,temp,38
2025-11-16 13:20:37,1,temp,35
2025-11-16 13:20:37,2,temp,23
2025-11-16 13:20:38,1,hum,52
2025-11-16 13:20:38,2,hum,31
2025-11-16 13:20:38,2,hum,39
2025-11-16 13:20:38,1,hum,57
2025-11-16 13:20:39,2,hum,34
2025-11-16 13:20:39,1,hum,58
2025-11-16 13:20:39,1,hum,55
2025-11-16 13:20:40,2,hum,33
2025-11-16 13:20:40,1,temp,36
2025-11-16 13:20:40,1,temp,35
2025-11-16 13:20:40,1,temp,37
2025-11-16 13:20:41,2,temp,20
2025-11-16 13:20:41,2,temp,22
2025-11-16 13:20:41,2,temp,19
2025-11-16 13:20:41,1,temp,38
2025-11-16 13:20:41,2,temp,21
2025-11-16 13:20:42,2,hum,33
2025-11-16 13:20:42,1,hum,54
2025-11-16 13:20:42,1,hum,51
2025-11-16 13:20:43,2,hum,32
2025-11-16 13:20:43,2,hum,39
2025-11-16 13:20:43,1,hum,53
2025-11-16 13:20:43,2,hum,34
2025-11-16 13:20:44,1,hum,55
2025-11-16 13:20:44,2,hum,33
2025-11-16 13:20:44,1,temp,30
2025-11-16 13:20:44,2,temp,22
2025-11-16 13:20:44,2,temp,18
2025-11-16 13:20:44,2,temp,16
2025-11-16 13:20:44,1,temp,33
2025-11-16 13:20:44,1,temp,38
2025-11-16 13:20:45,1,temp,28
2025-11-16 13:20:45,2,temp,16
2025-11-16 13:20:46,1,hum,60
2025-11-16 13:20:46,2,hum,40
2025-11-16 13:20:46,2,hum,32
2025-11-16 13:20:46,1,hum,58
2025-11-16 13:20:47,1,hum,57
2025-11-16 13:20:47,2,hum,33
2025-11-16 13:20:48,1,hum,60
2025-11-16 13:20:48,2,hum,35
2025-11-16 13:20:48,1,hum,57
2025-11-16 13:20:49,2,hum,33
